Sr No,Date dd/mm/yyyy,Startup Name,Startup type,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD,GREEN,Success
2575,01-07-2015,NxtGen,Non-Green,IT infrastructure & Data Center services,nan,Bangalore,"IFC, Axon Partners, Intel Capital",Private Equity,"1,35,00,000",,0
2576,02-07-2015,BankBazaar,Non-Green,Online Financial Services,nan,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,"6,00,00,000",,0
2577,02-07-2015,Gozoomo,Non-Green,Used Car Marketplace,nan,Bangalore,SAIF Partners,Private Equity,"50,00,000",,0
2578,02-07-2015,Zenatix,Non-Green,Internet of Things platform,nan,Gurgaon,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,"1,61,000",,0
2579,03-07-2015,CultureAlley,Non-Green,Language Learning App,nan,Jaipur,Tiger Global,Private Equity,"65,00,000",,0
2580,03-07-2015,Goqii,Non-Green,Mobile Fitness Marketplace,nan,Mumbai,Vijay Shekhar Sharma,Private Equity,N/A,,0
2581,03-07-2015,Gingercrush,Non-Green,Custom Merchandize platform,nan,Ahmedabad,"Gokul Jaykrishna, Brand Capital",Seed Funding,"10,00,000",,0
2582,04-07-2015,Elanic,Non-Green,P2P Pre-owned goods marketplace,nan,Bangalore,"Rebright Partners, Tracxn Labs, Aneesh Reddy",Seed Funding,N/A,,0
2583,04-07-2015,Stitchwood,Non-Green,Custom Furniture Marketplace,nan,Mumbai,"Powai Lake Ventures, Ajeet Khurana & others",Seed Funding,"3,95,000",,0
2584,05-07-2015,Urban Tailor,Non-Green,Online Tailoring Services,nan,Bangalore,Group of angel investors,Seed Funding,N/A,,0
2585,06-07-2015,ConfirmtTkt,Non-Green,Rail Ticket Confirmation predictor,nan,Bangalore,Pravin Agarwala & others,Seed Funding,N/A,,0
2586,06-07-2015,Paper Boat,Non-Green,Ethnic Beverages manufacturer,nan,Gurgaon,"Sofina, Hillhouse Capital",Private Equity,"3,00,00,000",,0
2587,06-07-2015,getNow,Non-Green,Hyperlocal Goods marketplace,nan,Nagpur,Atulya Mittal,Seed Funding,N/A,,0
2588,07-07-2015,Wudstay,Non-Green,Budget Accommodation aggregator,nan,Gurgaon,"Mangroves Capital Partners, Vikas Saxena",Private Equity,"30,00,000",,0
2589,07-07-2015,Liases Foras,Non-Green,Real Estate Rating & Analysis,nan,New Delhi,DMG information Asia Pacific,Private Equity,"50,00,000",,0
2590,07-07-2015,Eatlo,Non-Green,Food Delivery platform,nan,Bangalore,"Powai Lake Ventures, Globeinvestor, Abhishekh Goyal",Seed Funding,N/A,,0
2591,07-07-2015,IndiaLends,Non-Green,Financial Tech,nan,New Delhi,"DSG Consumer Partners, Siddharth Parekh",Private Equity,N/A,,0
2592,08-07-2015,Quinto,Non-Green,Food Discovery App,nan,Pune,Jaydeep Barman,Seed Funding,N/A,,0
2593,08-07-2015,Saavn,Non-Green,Music Streaming App,nan,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,"10,00,00,000",,0
2594,08-07-2015,Flytxt,Non-Green,Big Data & Analytics platform,nan,Mumbai / Global,"Sunrise Capital GmBH, Big Data Investments B.V",Private Equity,"1,10,00,000",,0
2595,08-07-2015,Axtria,Non-Green,Big Data & Analytics platform,nan,India / US,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,"3,00,00,000",,0
2596,08-07-2015,33Coupons,Non-Green,Coupon Aggregator Platform,nan,Kanpur,Not Disclosed,Seed Funding,"20,000",,0
2597,08-07-2015,Ampere,Non-Green,Electric Scooter manufacturer,nan,Coimbatore,Ratan Tata,Seed Funding,N/A,,0
2598,08-07-2015,Hopping Chef,Non-Green,Online Food-Tech Platform,nan,Mumbai,Mirah Hospitality,Seed Funding,"4,70,000",,0
2599,08-07-2015,Collectabillia,Non-Green,Celebrity Fashion Brand,nan,Bangalore,Accel Partners,Private Equity,"75,00,000",,0
2600,08-07-2015,Lendingkart,Non-Green,Online Finance lending platform,nan,Ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,"1,00,00,000",,0
2601,08-07-2015,Lybrate,Non-Green,Healthcare Mobile App,nan,New Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,"1,02,00,000",,0
2602,08-07-2015,Zoomcar,Non-Green,Self-driven vehicle rental,nan,Bangalore,"Sequoia Capital, Empire Angels, NGP",Private Equity,"1,10,00,000",,0
2603,09-07-2015,\\xc2\\xa0News in shorts,Non-Green,\\xc2\\xa0News Aggregator mobile app,nan,\\xc2\\xa0Noida,\\xc2\\xa0Tiger Global,Private Equity,"\\xc2\\xa020,000,000",,0
2604,09-07-2015,\\xc2\\xa0Bluestone,Non-Green,\\xc2\\xa0Online Jewellery Store,nan,\\xc2\\xa0Bangalore,"\\xc2\\xa0IvyCap Ventures, Accel Partners, Dragoneer Investment Group",Private Equity,"\\xc2\\xa016,200,000",,0
2605,09-07-2015,\\xc2\\xa0Shopsity,Non-Green,\\xc2\\xa0Fashion Info Aggregator App,nan,\\xc2\\xa0Gurgaon,"\\xc2\\xa0 Sandeep Aggarwal, Teruhide Sato",Seed Funding,\\xc2\\xa0N/A,,0
2606,09-07-2015,\\xc2\\xa0Notesgen,Non-Green,\\xc2\\xa0Online Study Notes Marketplace,nan,\\xc2\\xa0New Delhi,"\\xc2\\xa0Rajeev Saraf, Arvind Jha, R. Satya Narayanan",Seed Funding,\\xc2\\xa0N/A,,0
2607,\\xc2\\xa010/7/2015,\\xc2\\xa0Infinity Assurance,Non-Green,\\xc2\\xa0Warranty Programs Service Administration,nan,\\xc2\\xa0New Delhi,\\xc2\\xa0Indian Angel Network,Seed Funding,"\\xc2\\xa0600,000",,0
2608,10-07-2015,\\xc2\\xa0Footprints Education,Non-Green,\\xc2\\xa0Pre-School Chain,nan,\\xc2\\xa0Gurgaon,"\\xc2\\xa0LetsVenture, Kumar Bansal, Kshitij Jain",Seed Funding,"\\xc2\\xa0685,000",,0
2609,10-07-2015,\\xc2\\xa0Loylty Rewards,Non-Green,\\xc2\\xa0Premium Loyalty Rewards Point Management,nan,\\xc2\\xa0Mumbai,\\xc2\\xa0IndianIdeas.com,Private Equity,"\\xc2\\xa019,350,000",,0
2610,13-07-2015,\\xc2\\xa0Ameyo,Non-Green,\\xc2\\xa0Contact Center Software Platform,nan,\\xc2\\xa0Gurgaon,\\xc2\\xa0Forum Synergies PE Fund,Private Equity,"\\xc2\\xa05,000,000",,0
2611,13-07-2015,\\xc2\\xa0Mamagoto,Non-Green,\\xc2\\xa0Casual Dining restaurant Chain,nan,\\xc2\\xa0New Delhi,\\xc2\\xa0Goldman Sachs,Private Equity,"\\xc2\\xa010,000,000",,0
2612,13-07-2015,\\xc2\\xa0Satvacart,Non-Green,\\xc2\\xa0Online Grocery Delivery,nan,\\xc2\\xa0Gurgaon,\\xc2\\xa0Palaash Ventures,Seed Funding,\\xc2\\xa0N/A,,0
2613,14-07-2015,MySmartPrice,Non-Green,Online comparison engine,nan,Hyderabad,"Accel Partners, Helion Venture Partners",Private Equity,"1,00,00,000",,0
2614,14-07-2015,Zenify,Non-Green,Residential Rental management platform,nan,Bangalore,Atul Jalan,Seed Funding,\\xc2\\xa0N/A,,0
2615,14-07-2015,Boxmyspace,Non-Green,Physical Storage warehouses,nan,Mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Seed Funding,"3,00,000",,0
2616,14-07-2015,HackerRank,Non-Green,Tech Recruitment platform,nan,Bangalore,HR Technology fund,Private Equity,"75,00,000",,0
2617,14-07-2015,WickedRide,Non-Green,Bike Rental Platform,nan,Bangalore,Undisclosed,Seed Funding,"7,90,000",,0
2618,14-07-2015,WoWexpress,Non-Green,Tech enabled logistics platform,nan,Mumbai,Tamarind Family Private Trust,Seed Funding,"5,00,000",,0
2619,15-07-2015,Oyo Rooms,Non-Green,Budget Hotel Accommodation,nan,Gurgaon,"Softbank, Sequoia Capital",Private Equity,"10,00,00,000",,0
2620,15-07-2015,Mobikon,Non-Green,Restaurant customer engagement platform,nan,Pune,Jungle Ventures,Private Equity,"23,00,000",,0
2621,15-07-2015,InstaLively.com,Non-Green,Live video streaming app,nan,New Delhi,"Anupam Mittal, Anand Chandrasekaran, Uday Shankar, Chetan Bhagat",Seed Funding,N/A,,0
2622,15-07-2015,Roadrunnr,Non-Green,Hyper local logistics platform,nan,Bangalore,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity,"1,10,00,000",,0
2623,16-07-2015,Ketto,Non-Green,Crowd Funding Platform,nan,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",Seed Funding,"7,00,000",,0
2624,17-07-2015,QuikWallet,Non-Green,F&B sector Mobile Payment platform,nan,Mumbai,Snow Leopard Technology Ventures,Private Equity,"16,00,000",,0
2625,17-07-2015,Omnikart,Non-Green,Industrial Supplies B2B E-commerce,nan,Mumbai,"Sumit Gandhi, Manish Gandhi",Seed Funding,"1,00,000",,0
2626,20-07-2015,Zo Rooms,Non-Green,Online budget hotel chain,nan,New Delhi,"Tiger Global, Orios Venture Partners.",Private Equity,"1,50,00,000",,0
2627,20-07-2015,Innoviti,Non-Green,Payment Solutions platform,nan,Bangalore,"Catamaran Ventures, New India Investment Corporation",Private Equity,"48,50,000",,0
2628,21-07-2015,ZenRadius,Non-Green,Online Hiring Platform,nan,Bangalore,"Tracxn Labs, Deepak Singh",Seed Funding,N/A,,0
2629,21-07-2015,Joy by nature,Non-Green,Organic Food E-commerce,nan,New Delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,"10,00,000",,0
2630,22-07-2015,Iqlect,Non-Green,Big Data & Analytics platform,nan,Bangalore,Exfinity Venture Partners,Private Equity,"20,00,000",,0
2631,22-07-2015,deGustibus,Non-Green,Fine Dining Restaurant Chain,nan,Mumbai,India Value Fund Advisors,Private Equity,"3,00,00,000",,0
2632,23-07-2015,Nestaway,Non-Green,Luxury Rental Homes,nan,Bangalore,"Flipkart, Tiger Global",Private Equity,"1,27,50,000",,0
2633,23-07-2015,Mswipe,Non-Green,Mobile Point of Sale payment solution,nan,,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank",Private Equity,"2,50,00,000",,0
2634,23-07-2015,Myonsto,Non-Green,Online Grocers,nan,Ahmedabad,Jayant Bokadia,Seed Funding,"3,20,000",,0
2635,23-07-2015,iCrushiFlush,Non-Green,Casual Dating App,nan,Mumbai,IDG Ventures India,Seed Funding,N/A,,0
2636,23-07-2015,MedGenome,Non-Green,Clinical Genomics Provider,nan,Bangalore,Sequoia Capital,Private Equity,"2,00,00,000",,0
2637,23-07-2015,HolidayIQ,Non-Green,Travel information portal,nan,Bangalore,MakeMyTrip,Private Equity,"1,50,00,000",,0
2638,23-07-2015,Fitternity,Non-Green,Fitness Marketplace,nan,Mumbai,Exfinity Venture Partners,Private Equity,"10,00,000",,0
2639,23-07-2015,Quikr,Non-Green,Online & Mobile classified listings,nan,Mumbai,"AB Kinnevik, Falcon Edge Capital, Coatue Management",Private Equity,"6,00,00,000",,0
2640,23-07-2015,JetSetGo,Non-Green,Private Jet/ Helicopter Marketplace,nan,New Delhi,YourWeCan Ventures,Seed Funding,N/A,,0
2641,24-07-2015,BroEx,Non-Green,Real Estate Broker network App,nan,Gurgaon,Lightspeed India,Private Equity,"10,00,000",,0
2642,25-07-2015,Shopatplaces,Non-Green,Ethnic/ Traditional Fashion Store,nan,New Delhi,Indian Angel Network,Seed Funding,N/A,,0
2643,25-07-2015,CredR,Non-Green,Used Bikes Marketplace,nan,Mumbai,Fidelity Growth Partners,Private Equity,"1,50,00,000",,0
2644,27-07-2015,ManageMySpa,Non-Green,Spa & Salon Management Software,nan,Hyderabad,Accel Partners,Private Equity,"60,00,000",,0
2645,27-07-2015,Townrush,Non-Green,B2B logistics delivery platform,nan,Bangalore,Lightspeed Venture Partners,Seed Funding,N/A,,0
2646,27-07-2015,Locus,Non-Green,Logistics Automation Platform,nan,Bangalore,"growX ventures,\\xc2\\xa0 Manish Singhal",Seed Funding,N/A,,0
2647,27-07-2015,Bevy,Non-Green,Online Hiring Platform,nan,Bangalore,Varun Agarwal & Others,Seed Funding,N/A,,0
2648,28-07-2015,Pepperfry,Non-Green,Online home d\\xc3\\xa9cor marketplace,nan,Mumbai,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Private Equity,"10,00,00,000",,0
2649,28-07-2015,Flipkart.com,Non-Green,Online Marketplace,nan,Bangalore,Steadview Capital and existing investors,Private Equity,"70,00,00,000",,0
2650,28-07-2015,Opinio,Non-Green,Hyperlocal food & grocery store,nan,Bangalore,"Accel Partners, Traxcn Labs & Others",Seed Funding,"13,00,000",,0
2651,28-07-2015,Zoctr,Non-Green,Health-Tech platform,nan,Mumbai,"Sandeep Parwal, Krishan Gupta & Others",Seed Funding,"10,00,000",,0
2652,29-07-2015,Zimmber,Non-Green,Hyperlocal Handyman Services,nan,Mumbai,"IDG Ventures India, Omidyar Network, Sherpalo Ventures,\\xc2\\xa0 Mohandas Pai",Private Equity,"20,00,000",,0
2653,29-07-2015,trueHb,Non-Green,Medical Tech Instruments,nan,New Delhi,"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others",Seed Funding,"24,00,000",,0
2654,29-07-2015,Zovi.com / Little App,Non-Green,Hyperlocal Deals Marketplace,nan,Bangalore,"Paytm, SAIF Partners,\\xc2\\xa0 Tiger Global Management & others",Private Equity,"5,00,00,000",,0
2655,29-07-2015,Swajal,Non-Green,Innovative Water Solutions,nan,Gurgaon,Abhishek Gupta,Private Equity,"12,00,000",,0
2656,30-07-2015,Pipa Bella,Non-Green,Online Jewelry Store,nan,Mumbai,LionRock Capital,Private Equity,"6,00,000",,0
2657,30-07-2015,Pragmatix,Non-Green,Business intelligence & Analytics,nan,Mumbai,SIDBI Venture Capital Ltd,Private Equity,"24,00,000",,0
2658,30-07-2015,Droom.in,Non-Green,Used Vehicle Marketplace,nan,New Delhi,"Lightbox Ventures, Beenos",Private Equity,"1,60,00,000",,0
2659,30-07-2015,MadRat Games,Non-Green,Educational Board Games,nan,Bangalore,"Kunal Bahl, Rohit Bansal",Seed Funding,"1,68,000",,0
2660,30-07-2015,Noodle Play,Non-Green,Chinese food delivery,nan,Mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed Funding,"1,68,000",,0
2661,30-07-2015,Wassup,Green,On-Demand Laundry & Dry cleaning App,nan,Chennai,B S Nagesh,Private Equity,N/A,,0
2662,30-07-2015,Cartisan,Non-Green,On-Demand Car services App,nan,Bangalore,"YouWeCan Ventures,\\xc2\\xa0 Aprameya Radhakrishna",Seed Funding,N/A,,0
2663,31-07-2015,LazyLad,Non-Green,Hyperlocal Grocery App,nan,Gurgaon,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,"5,00,000",,0
2664,31-07-2015,TripFactory,Non-Green,Online Curated Holiday package bookings,nan,Bangalore,"Aarin Capital Partners,",Private Equity,N/A,,0
2665,31-07-2015,Prothom,Non-Green,Hasbro Toy Manufacturer,nan,Pune,Oliphabs Capital,Private Equity,"20,00,000",,0
2666,31-07-2015,Bona Vita,Non-Green,Travel Tech,nan,Gurgaon,MakeMyTrip,Private Equity,"50,00,000",,0
2667,01-06-2015,Vyomo,Non-Green,Beauty and Wellness Platform,nan,New Delhi,Aprameya Radhakrishna,Seed Funding,N/A,,0
2668,01-06-2015,Veeba Foods,Non-Green,Healthy Food Manufacturer,nan,New Delhi,"DSG Consumer Partners, Saama Capital.",Private Equity,"60,00,000",,0
2669,01-06-2015,Truebil,Non-Green,Used Car Marketplace,nan,Mumbai,"Kae Capital, Anupam Mittal",Seed Funding,"5,00,000",,0
2670,01-06-2015,Meritnation,Non-Green,Online Learning Platform,nan,New Delhi,InfoEdge,Private Equity,"40,00,000",,0
2671,01-06-2015,Eattreatonline,Non-Green,Healthy Food Online Community,nan,New Delhi,Group of 15 Angel Investors,Seed Funding,"3,50,000",,0
2672,01-06-2015,CredR,Non-Green,Used two-wheeler Marketplace,nan,Mumbai,GrowthStory,Seed Funding,N/A,,0
2673,01-06-2015,Glamrs,Non-Green,Online Fashion Video Portal,nan,Mumbai,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Private Equity,"10,00,000",,0
2674,01-06-2015,Proviera,Non-Green,Probiotic Technology Products Manufacturer,nan,Chennai,Infuse Ventures,Private Equity,"5,50,000",,0
2675,01-06-2015,Arth DesignBuild,Non-Green,Architectural Design & Consulting,nan,Hyderabad,Srinivas Tirupati,Seed Funding,"5,00,000",,0
2676,02-06-2015,Saama,Non-Green,Big Data & Analytics Services,nan,Pune / US,Carrick Capital Partners,Private Equity,"3,50,00,000",,0
2677,02-06-2015,AllIzHealth,Non-Green,Preventive Healthcare Services,nan,Pune,Mumbai Angels & Other angel investors,Seed Funding,"3,50,000",,0
2678,02-06-2015,Karma Healthcare,Non-Green,Tech-enabled Rural Healthcare Services,nan,Udaipur,Ennovent Impact Investment Holding,Private Equity,N/A,,0
2679,03-06-2015,Entropy Innovations,Non-Green,Engineering Innovations,nan,Mumbai,Mark Mobius & 9 Other Angel investors,Seed Funding,N/A,,0
2680,03-06-2015,Propstack,Non-Green,Real Estate Intelligence Platform,nan,Mumbai,DMG Information,Private Equity,"30,00,000",,0
2681,03-06-2015,MyTaxiIndia,Non-Green,Online Car Rental Affiliates,nan,New Delhi,Green House Ventures,Seed Funding,"1,00,000",,0
2682,03-06-2015,Arkin Net,Non-Green,Data Center Software platform,nan,Pune / US,Nexus Venture Partners,Private Equity,"1,50,00,000",,0
2683,03-06-2015,Little Black Book Delhi,Non-Green,Online City & Lifestyle Guide,nan,New Delhi,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Seed Funding,"1,50,000",,0
2684,03-06-2015,MyPoolin,Non-Green,P2P Payments platform,nan,New Delhi,"Sharad Sharma, Rajan Anandan, Sunil Kalra, Amit Ranjan, Rohan Malhotra,\\xc2\\xa0 Arjun Malhotra, Gautam Gandhi",Seed Funding,N/A,,0
2685,03-06-2015,iCustomadeit,Non-Green,Bespoke Merchandize Marketplace,nan,Pune,"Virendra Shahney, Dr Paresh Doshi",Seed Funding,"2,50,000",,0
2686,03-06-2015,KAARYAH,Non-Green,Women Lifestyle Marketplace,nan,Gurgaon,Ratan Tata,Seed Funding,N/A,,0
2687,04-06-2015,Ecom Express,Non-Green,Logistics Solution Provider,nan,New Delhi,Warburg Pincus,Private Equity,"13,70,00,000",,0
2688,04-06-2015,Vidooly,Non-Green,Video Intelligence Platform,nan,Noida,Bessemer Venture Partners,Private Equity,"10,00,000",,0
2689,04-06-2015,Zopper,Non-Green,Hyperlocal Shopping App,nan,Mumbai,"Tiger Global,\\xc2\\xa0 Nirvana Ventures Advisors",Private Equity,"2,00,00,000",,0
2690,04-06-2015,Flipkart,Non-Green,E-commerce platform,nan,Bangalore,Morgan Stanley,Private Equity,"5,00,00,000",,0
2691,05-06-2015,kWatt Solutions,Green,Renewable energy solutions,nan,Mumbai,N/A,Seed Funding,"5,00,000",,0
2692,05-06-2015,Medwell Ventures,Non-Green,Healthcare\\nService provider,nan,Bangalore,"Fidelity Growth Partners, Fidelity Biosciences",Private Equity,"1,00,00,000",,0
2693,05-06-2015,Jugnoo,Non-Green,Auto Rickshaw Based Services,nan,Chandigarh,"Snow Leopard, Paytm",Private Equity,"50,00,000",,0
2694,08-06-2015,PosterGully,Non-Green,Artist / Designer Marketplace,nan,New Delhi,"Natarajan Iyer,Rajesh Sawhney,\\xc2\\xa0 & other Angel investors.",Seed Funding,N/A,,0
2695,08-06-2015,Applied Solar Technologies,Green,Off-grid Solar Power,nan,Mumbai,"Future Fund,Bessemer Venture, Capricorn Investment and IFC",Private Equity,"4,00,00,000",,0
2696,09-06-2015,Clovia,Non-Green,Private Label lingerie E-commerce,nan,New Delhi,IvyCap Ventures,Private Equity,"50,00,000",,0
2697,09-06-2015,Swiggy,Non-Green,Online Food Ordering,nan,Bangalore,"Norwest Venture Partners, SAIF Partners, Accel Partners",Private Equity,"1,65,00,000",,0
2698,09-06-2015,PayMango,Non-Green,Mobile Commerce Platform,nan,Gurgaon,Group of Angel Investors,Seed Funding,"2,34,000",,0
2699,09-06-2015,Printland,Non-Green,Online Printing Services,nan,New Delhi,SIDBI Venture Capital Ltd,Private Equity,N/A,,0
2700,09-06-2015,Teritree,Non-Green,Digital Marketing Services,nan,Bangalore,KCL,Seed Funding,"1,40,000",,0
2701,10-06-2015,Guiddoo,Non-Green,Travel Guide Mobile App,nan,Mumbai,"Pawan Borle, SVP Fly Dubai & Others",Seed Funding,N/A,,0
2702,10-06-2015,Voonik,Non-Green,Fashion E-commerce store,nan,Bangalore,"Sequoia Capital, Seedfund",Private Equity,"50,00,000",,0
2703,11-06-2015,AdStringO,Non-Green,Mobile Compression Software,nan,Mumbai,"Arihant Patni, Vishal Khare,\\xc2\\xa0 Viswanath Ramachandran",Seed Funding,"3,50,000",,0
2704,11-06-2015,Faircent.com,Non-Green,Peer to Peer Lending platform,nan,Gurgaon,M&S Partners Pte. Ltd,Seed Funding,"2,50,000",,0
2705,12-06-2015,La Renon,Non-Green,Global Healthcare products,nan,Ahmedabad,Sequoia Capital,Private Equity,"1,60,00,000",,0
2706,15-06-2015,Homelane,Non-Green,Home Furnishing Solutions,nan,Bangalore,Sequoia Capital,Private Equity,"5,00,00,000",,0
2707,15-06-2015,iSTAR,Non-Green,Skill Training & Placement Platform,nan,Bangalore,Unitus Seed Fund,Private Equity,N/A,,0
2708,15-06-2015,Shippr,Non-Green,Intra-City Logistics service,nan,Bangalore,i2india Pvt Ltd,Seed Funding,"5,00,000",,0
2709,16-06-2015,FoodAbhi,Non-Green,online tiffin service aggregator,nan,Mumbai,Group of angel investors,Seed Funding,N/A,,0
2710,16-06-2015,Karma Recycling,Green,Electronic Goods recycling service,nan,Delhi,"Infuse Ventures, Low Carbon Enterprise Fund",Private Equity,N/A,,0
2711,16-06-2015,CouponRaja,Non-Green,Online Coupon & comparison platform,nan,Mumbai,"Mahesh Pratapneni, Pallab Chatterjee & others",Seed Funding,"5,00,000",,0
2712,17-06-2015,Babychakra,Non-Green,Parents & Kids Online platform,nan,Mumbai,"Mumbai Angels, Patni Family Office, Singapore Angel Network, Karan Maheshwari, Jatin Aneja, Kishor Ganji, Roopa Nath",Seed Funding,N/A,,0
2713,17-06-2015,Jiffstore,Non-Green,Online Grocery platform,nan,Bangalore,"Unitus Seed Fund, Times Internet",Seed Funding,N/A,,0
2714,17-06-2015,MyDentist,Non-Green,Dental Clinic chain,nan,Mumbai,"LGT Group, Asian Healthcare fund, Seedfund",Private Equity,"82,00,000",,0
